gid,visteam,hometeam,date,attendance,gametype
CAG194309020,MEM,CAG,1943-09-02,9000,regular
CI2194309020,NY6,CI2,1943-09-02,2000,exhibition
HOM194309020,PH5,HOM,1943-09-02,6000,regular
CAG194309030,NY6,CAG,1943-09-03,1500,exhibition
BLG194309051,BIR,BLG,1943-09-05,2000,exhibition
BLG194309052,BIR,BLG,1943-09-05,2000,exhibition
HOM194309051,KCM,HOM,1943-09-05,8000,exhibition
HOM194309052,KCM,HOM,1943-09-05,8000,exhibition
BLG194309060,KCM,BLG,1943-09-06,3000,exhibition
HOM194309060,BIR,HOM,1943-09-06,8500,exhibition
CAG194309070,HSL,CAG,1943-09-07,1000,exhibition
HOM194309080,KCM,HOM,1943-09-08,12198,exhibition
SAS194309090,NAS,SAS,1943-09-09,6000,allstar
CVB194309121,CI2,CVB,1943-09-12,5000,exhibition
CVB194309122,CI2,CVB,1943-09-12,5000,exhibition
HOM194309121,PH5,HOM,1943-09-12,3500,exhibition
HOM194309122,PH5,HOM,1943-09-12,3500,exhibition
NY6194309121,BLG,NY6,1943-09-12,20000,exhibition
NY6194309122,KCM,NY6,1943-09-12,20000,exhibition
CI2194309150,KCM,CI2,1943-09-15,2500,exhibition
KCM194309160,CI2,KCM,1943-09-16,4000,exhibition
BIR194309170,CAG,BIR,1943-09-17,0,regular
KCM194309170,CI2,KCM,1943-09-17,2500,exhibition
KCM194309180,CI2,KCM,1943-09-18,2000,exhibition
BIR194309190,CAG,BIR,1943-09-19,0,regular
KCM194309191,CI2,KCM,1943-09-19,6004,exhibition
KCM194309192,CI2,KCM,1943-09-19,6004,exhibition
HOM194309210,BIR,HOM,1943-09-21,4000,championship
KCM194309220,CI2,KCM,1943-09-22,8000,exhibition
HOM194309230,BIR,HOM,1943-09-23,4000,championship
HOM194309240,BIR,HOM,1943-09-24,7000,championship
BIR194309260,HOM,BIR,1943-09-26,4940,championship
MEM194309261,CI2,MEM,1943-09-26,6000,exhibition
MEM194309262,CI2,MEM,1943-09-26,6000,exhibition
SAS194309260,NAS,SAS,1943-09-26,19000,allstar
BIR194309290,HOM,BIR,1943-09-29,0,championship
MEM194309300,NY5,MEM,1943-09-30,3000,exhibition
BIR194310030,HOM,BIR,1943-10-03,10000,championship
BIR194310050,HOM,BIR,1943-10-05,4000,championship
BIR194310070,HOM,BIR,1943-10-07,0,regular
BIR194310100,HOM,BIR,1943-10-10,0,regular
MEM194310170,BIR,MEM,1943-10-17,2500,exhibition
MLS194310170,KCR,MLS,1943-10-17,3200,exhibition
BCG194310241,PIR,BCG,1943-10-24,10800,exhibition
BCG194310242,PIR,BCG,1943-10-24,10800,exhibition
BCG194310311,PIR,BCG,1943-10-31,7000,exhibition
BCG194310312,PIR,BCG,1943-10-31,7000,exhibition
KCR194311050,MLS,KCR,1943-11-05,4000,exhibition
BCG194311071,PIR,BCG,1943-11-07,7800,exhibition
BCG194311072,PIR,BCG,1943-11-07,7800,exhibition
KCR194311110,WPS,KCR,1943-11-11,4000,exhibition
BIR194404021,CAG,BIR,1944-04-02,4000,exhibition
BIR194404022,CAG,BIR,1944-04-02,4000,exhibition
KCM194404090,NY6,KCM,1944-04-09,6000,exhibition
CIA194404100,BIR,CIA,1944-04-10,1000,exhibition
BIR194404161,NY6,BIR,1944-04-16,5000,exhibition
BIR194404162,NY6,BIR,1944-04-16,5000,exhibition
NY5194404161,BLG,NY5,1944-04-16,2000,exhibition
NY5194404162,BLG,NY5,1944-04-16,2000,exhibition
BIR194404170,NY6,BIR,1944-04-17,2000,exhibition
KCM194404170,CIA,KCM,1944-04-17,7000,exhibition
MEM194404170,CAG,MEM,1944-04-17,2700,exhibition
CIA194404190,KCM,CIA,1944-04-19,6721,exhibition
HOM194404231,NW2,HOM,1944-04-23,5000,exhibition
HOM194404232,NW2,HOM,1944-04-23,5000,exhibition
KCM194404250,CIA,KCM,1944-04-25,2500,exhibition
KCM194404260,CIA,KCM,1944-04-26,1500,exhibition
KCM194404270,CIA,KCM,1944-04-27,1100,exhibition
KCM194404280,NY6,KCM,1944-04-28,2410,exhibition
KCM194404290,NY6,KCM,1944-04-29,1323,exhibition
BIR194404301,CIA,BIR,1944-04-30,6000,exhibition
BIR194404302,CIA,BIR,1944-04-30,6000,exhibition
CVB194404301,BLG,CVB,1944-04-30,3900,exhibition
CVB194404302,BLG,CVB,1944-04-30,3900,exhibition
KCM194404301,NY6,KCM,1944-04-30,2500,exhibition
KCM194404302,NY6,KCM,1944-04-30,4000,exhibition
NY5194404301,HOM,NY5,1944-04-30,15000,exhibition
NY5194404302,HOM,NY5,1944-04-30,15000,exhibition
HOM194405020,CVB,HOM,1944-05-02,1500,exhibition
PH5194405060,BLG,PH5,1944-05-06,3000,regular
BLG194405071,PH5,BLG,1944-05-07,7000,regular
BLG194405072,PH5,BLG,1944-05-07,7000,regular
CAG194405071,BIR,CAG,1944-05-07,7500,regular
CAG194405072,BIR,CAG,1944-05-07,7500,regular
CIA194405071,CVB,CIA,1944-05-07,4700,regular
CIA194405072,CVB,CIA,1944-05-07,4700,regular
HOM194405071,NY5,HOM,1944-05-07,15000,regular
HOM194405072,NY5,HOM,1944-05-07,15000,regular
MEM194405071,KCM,MEM,1944-05-07,4521,regular
MEM194405072,KCM,MEM,1944-05-07,4521,regular
HOM194405080,NY5,HOM,1944-05-08,1000,exhibition
HOM194405090,NY5,HOM,1944-05-09,3000,regular
CIA194405100,CVB,CIA,1944-05-10,3000,regular
HOM194405100,NY5,HOM,1944-05-10,2000,exhibition
KCM194405100,MEM,KCM,1944-05-10,1542,regular
CIA194405110,CAG,CIA,1944-05-11,1200,regular
CIA194405120,CAG,CIA,1944-05-12,4000,regular
BLG194405130,HOM,BLG,1944-05-13,1200,regular
BIR194405141,KCM,BIR,1944-05-14,11000,regular
BIR194405142,KCM,BIR,1944-05-14,11000,regular
BLG194405141,HOM,BLG,1944-05-14,8000,regular
BLG194405142,HOM,BLG,1944-05-14,8000,regular
CAG194405141,MEM,CAG,1944-05-14,10000,regular
CAG194405142,MEM,CAG,1944-05-14,10000,regular
CVB194405141,CIA,CVB,1944-05-14,10000,regular
CVB194405142,CIA,CVB,1944-05-14,10000,regular
NW2194405141,PH5,NW2,1944-05-14,12000,regular
NW2194405142,PH5,NW2,1944-05-14,12000,regular
BIR194405150,KCM,BIR,1944-05-15,2500,regular
CIA194405170,CAG,CIA,1944-05-17,1900,regular
KCM194405190,MEM,KCM,1944-05-19,3500,regular
BLG194405212,PH5,BLG,1944-05-21,12000,regular
CVB194405211,BIR,CVB,1944-05-21,8000,regular
CVB194405212,BIR,CVB,1944-05-21,8000,regular
KCM194405211,MEM,KCM,1944-05-21,13000,regular
KCM194405212,MEM,KCM,1944-05-21,13000,regular
NW2194405211,HOM,NW2,1944-05-21,6732,regular
NW2194405212,HOM,NW2,1944-05-21,6732,regular
NY5194405211,NY6,NY5,1944-05-21,12000,regular
KCM194405220,MEM,KCM,1944-05-22,1546,regular
CIA194405250,MEM,CIA,1944-05-25,1400,regular
HOM194405250,PH5,HOM,1944-05-25,7000,regular
CVB194405260,BIR,CVB,1944-05-26,1600,regular
BLG194405270,NY6,BLG,1944-05-27,1200,regular
BIR194405281,CVB,BIR,1944-05-28,6000,regular
CIA194405281,MEM,CIA,1944-05-28,9500,regular
CIA194405282,MEM,CIA,1944-05-28,9500,regular
HOM194405281,BLG,HOM,1944-05-28,8000,regular
HOM194405282,BLG,HOM,1944-05-28,8000,regular
KCM194405281,CAG,KCM,1944-05-28,6198,regular
KCM194405282,CAG,KCM,1944-05-28,6198,regular
NW2194405281,NY5,NW2,1944-05-28,8000,regular
NW2194405282,NY5,NW2,1944-05-28,8000,regular
NY6194405281,PH5,NY6,1944-05-28,8000,regular
NY6194405282,PH5,NY6,1944-05-28,8500,regular
KCM194405290,CAG,KCM,1944-05-29,1500,regular
CIA194405301,MEM,CIA,1944-05-30,8700,regular
CIA194405302,MEM,CIA,1944-05-30,8700,regular
KCM194405300,CAG,KCM,1944-05-30,1980,regular
NY6194405310,PH5,NY6,1944-05-31,1500,regular
KCM194406010,CAG,KCM,1944-06-01,2300,regular
MEM194406010,BIR,MEM,1944-06-01,2400,regular
CIA194406041,CAG,CIA,1944-06-04,5000,regular
CIA194406042,CAG,CIA,1944-06-04,5000,regular
HOM194406041,NY6,HOM,1944-06-04,7000,regular
HOM194406042,NY6,HOM,1944-06-04,7000,regular
NY5194406042,BIR,NY5,1944-06-04,12000,exhibition
PH5194406041,BIR,PH5,1944-06-04,12000,exhibition
CIA194406051,BIR,CIA,1944-06-05,14535,regular
PH5194406052,CIA,PH5,1944-06-05,14535,exhibition
HOM194406060,BIR,HOM,1944-06-06,2100,exhibition
KCM194406060,NY6,KCM,1944-06-06,3000,exhibition
MEM194406060,CVB,MEM,1944-06-06,5000,regular
HOM194406080,BIR,HOM,1944-06-08,7000,exhibition
CVB194406111,KCM,CVB,1944-06-11,9475,regular
CVB194406112,KCM,CVB,1944-06-11,9475,regular
HOM194406111,BIR,HOM,1944-06-11,8000,exhibition
HOM194406112,BIR,HOM,1944-06-11,8000,exhibition
MEM194406112,NW2,MEM,1944-06-11,7000,exhibition
NY5194406111,PH5,NY5,1944-06-11,8000,regular
NY5194406112,CIA,NY5,1944-06-11,8000,exhibition
NY6194406111,BLG,NY6,1944-06-11,25500,regular
NY6194406112,BLG,NY6,1944-06-11,25500,regular
CVB194406120,KCM,CVB,1944-06-12,1892,regular
HOM194406120,BIR,HOM,1944-06-12,2500,exhibition
HOM194406130,BIR,HOM,1944-06-13,2504,exhibition
MEM194406130,NW2,MEM,1944-06-13,1602,exhibition
CIA194406150,BIR,CIA,1944-06-15,3700,regular
NY6194406150,NW2,NY6,1944-06-15,2500,regular
KCM194406160,CIA,KCM,1944-06-16,3800,regular
NY6194406160,NW2,NY6,1944-06-16,1970,regular
CAG194406181,CVB,CAG,1944-06-18,10343,regular
CAG194406182,CVB,CAG,1944-06-18,10343,regular
HOM194406190,NW2,HOM,1944-06-19,1600,regular
KCM194406190,CIA,KCM,1944-06-19,3732,regular
BIR194406210,MEM,BIR,1944-06-21,3500,regular
MEM194406220,BIR,MEM,1944-06-22,2000,regular
CVB194406251,CAG,CVB,1944-06-25,6600,regular
CVB194406252,CAG,CVB,1944-06-25,6600,regular
HOM194406251,KCM,HOM,1944-06-25,15000,exhibition
HOM194406252,KCM,HOM,1944-06-25,15000,exhibition
MEM194406251,CIA,MEM,1944-06-25,8200,regular
MEM194406252,CIA,MEM,1944-06-25,8200,regular
NY6194406251,BLG,NY6,1944-06-25,5000,regular
NY6194406252,BLG,NY6,1944-06-25,5000,regular
HOM194406270,BLG,HOM,1944-06-27,1600,regular
PH5194406270,KCM,PH5,1944-06-27,13837,exhibition
CVB194406280,CAG,CVB,1944-06-28,1300,regular
CVB194406291,CAG,CVB,1944-06-29,2200,regular
HOM194406290,KCM,HOM,1944-06-29,4000,exhibition
BLG194406300,KCM,BLG,1944-06-30,0,exhibition
CAG194407021,MEM,CAG,1944-07-02,18640,regular
CAG194407022,MEM,CAG,1944-07-02,18640,regular
CVB194407021,BIR,CVB,1944-07-02,10000,regular
CVB194407022,BIR,CVB,1944-07-02,10000,regular
NY6194407021,PH5,NY6,1944-07-02,14000,regular
NY6194407022,KCM,NY6,1944-07-02,14000,exhibition
CAG194407041,MEM,CAG,1944-07-04,15000,regular
CAG194407042,MEM,CAG,1944-07-04,15000,regular
CVB194407041,BIR,CVB,1944-07-04,9000,regular
CVB194407042,BIR,CVB,1944-07-04,9000,regular
HOM194407042,BLG,HOM,1944-07-04,0,regular
NW2194407041,NY6,NW2,1944-07-04,5000,regular
NW2194407042,NY6,NW2,1944-07-04,5000,regular
CVB194407050,BIR,CVB,1944-07-05,2365,regular
MEM194407060,BIR,MEM,1944-07-06,4500,regular
CAG194407070,KCM,CAG,1944-07-07,3000,regular
BLG194407091,NW2,BLG,1944-07-09,11000,regular
CAG194407091,KCM,CAG,1944-07-09,11000,regular
CAG194407092,KCM,CAG,1944-07-09,11000,regular
CVB194407091,MEM,CVB,1944-07-09,7000,regular
CVB194407092,MEM,CVB,1944-07-09,7000,regular
NY5194407091,PH5,NY5,1944-07-09,10000,regular
NY6194407092,PH5,NY6,1944-07-09,10000,regular
BLG194407100,NW2,BLG,1944-07-10,1600,regular
CAG194407100,CIA,CAG,1944-07-10,1200,regular
CVB194407100,MEM,CVB,1944-07-10,1000,regular
HOM194407110,NY6,HOM,1944-07-11,5200,regular
HOM194407120,NY6,HOM,1944-07-12,1000,regular
BIR194407130,KCM,BIR,1944-07-13,2800,regular
BLG194407140,HOM,BLG,1944-07-14,2200,regular
CAG194407140,CVB,CAG,1944-07-14,2500,regular
CIA194407141,MEM,CIA,1944-07-14,5500,regular
CIA194407142,MEM,CIA,1944-07-14,5500,regular
BIR194407150,KCM,BIR,1944-07-15,2700,regular
NW2194407150,NY5,NW2,1944-07-15,1000,regular
BIR194407161,KCM,BIR,1944-07-16,0,regular
BLG194407161,PH5,BLG,1944-07-16,0,regular
BLG194407162,PH5,BLG,1944-07-16,0,regular
CAG194407161,CIA,CAG,1944-07-16,11113,regular
CAG194407162,CIA,CAG,1944-07-16,11113,regular
NY6194407160,HOM,NY6,1944-07-16,15000,regular
CIA194407170,CAG,CIA,1944-07-17,1500,regular
BLG194407181,HOM,BLG,1944-07-18,15072,regular
CIA194407180,CAG,CIA,1944-07-18,2000,regular
KCM194407180,BIR,KCM,1944-07-18,5200,regular
PH5194407182,HOM,PH5,1944-07-18,15072,regular
KCM194407190,BIR,KCM,1944-07-19,2000,regular
MEM194407190,CVB,MEM,1944-07-19,1000,regular
CIA194407200,CAG,CIA,1944-07-20,1344,regular
KCM194407200,BIR,KCM,1944-07-20,4284,regular
MEM194407200,CVB,MEM,1944-07-20,2500,regular
BLG194407210,NY5,BLG,1944-07-21,0,regular
CIA194407210,CAG,CIA,1944-07-21,2500,regular
HOM194407210,NY6,HOM,1944-07-21,2200,regular
BLG194407231,NY5,BLG,1944-07-23,0,regular
BLG194407232,NY5,BLG,1944-07-23,0,regular
CIA194407231,BIR,CIA,1944-07-23,8000,regular
CIA194407232,BIR,CIA,1944-07-23,8000,regular
HOM194407231,NW2,HOM,1944-07-23,7200,regular
HOM194407232,NW2,HOM,1944-07-23,7200,regular
KCM194407231,CVB,KCM,1944-07-23,3910,regular
KCM194407232,CVB,KCM,1944-07-23,3910,regular
KCM194407240,CVB,KCM,1944-07-24,1500,regular
BLG194407280,NW2,BLG,1944-07-28,0,regular
NY6194407280,NY5,NY6,1944-07-28,1500,regular
BIR194407301,CAG,BIR,1944-07-30,0,regular
CIA194407301,CVB,CIA,1944-07-30,4500,regular
CIA194407302,CVB,CIA,1944-07-30,4500,regular
KCM194407301,MEM,KCM,1944-07-30,10000,regular
KCM194407302,MEM,KCM,1944-07-30,10000,regular
NY6194407302,NW2,NY6,1944-07-30,14000,regular
PH5194407301,BLG,PH5,1944-07-30,14000,regular
HOM194407310,NY5,HOM,1944-07-31,4000,regular
KCM194408010,MEM,KCM,1944-08-01,3300,regular
CIA194408021,KCM,CIA,1944-08-02,4500,regular
CIA194408022,KCM,CIA,1944-08-02,4500,regular
CIA194408030,MEM,CIA,1944-08-03,3500,regular
BIR194408040,CAG,BIR,1944-08-04,2000,regular
BIR194408061,MEM,BIR,1944-08-06,0,regular
BLG194408061,NW2,BLG,1944-08-06,0,regular
BLG194408062,NW2,BLG,1944-08-06,0,regular
CAG194408061,KCM,CAG,1944-08-06,26689,regular
CAG194408062,KCM,CAG,1944-08-06,26689,regular
CIA194408061,CVB,CIA,1944-08-06,5000,regular
CIA194408062,CVB,CIA,1944-08-06,5000,regular
HOM194408061,PH5,HOM,1944-08-06,15000,regular
HOM194408062,PH5,HOM,1944-08-06,15000,regular
HOM194408071,NY6,HOM,1944-08-07,8382,regular
PH5194408072,HOM,PH5,1944-08-07,8382,regular
CVB194408080,KCM,CVB,1944-08-08,10483,regular
HOM194408090,BLG,HOM,1944-08-09,3800,regular
HOM194408100,BLG,HOM,1944-08-10,2500,regular
KCM194408101,CAG,KCM,1944-08-10,4000,regular
KCM194408102,CAG,KCM,1944-08-10,4000,regular
MEM194408100,BIR,MEM,1944-08-10,5000,regular
KCM194408110,CIA,KCM,1944-08-11,2500,regular
ASW194408130,ASE,ASW,1944-08-13,46247,allstar
CVB194408131,CAG,CVB,1944-08-13,3000,exhibition
CVB194408132,CAG,CVB,1944-08-13,3000,exhibition
KCM194408131,CIA,KCM,1944-08-13,7100,exhibition
KCM194408132,CIA,KCM,1944-08-13,7100,exhibition
NY6194408131,BLG,NY6,1944-08-13,8000,exhibition
NY6194408132,BLG,NY6,1944-08-13,8000,exhibition
KCM194408140,CIA,KCM,1944-08-14,2363,exhibition
MEM194408150,CIA,MEM,1944-08-15,1000,regular
KCM194408160,BIR,KCM,1944-08-16,3700,regular
BLG194408180,NY6,BLG,1944-08-18,0,regular
NW2194408180,HOM,NW2,1944-08-18,5000,regular
CIA194408190,MEM,CIA,1944-08-19,5000,regular
NY6194408190,BLG,NY6,1944-08-19,1200,regular
PH5194408190,HOM,PH5,1944-08-19,4000,regular
BLG194408202,NY6,BLG,1944-08-20,3500,regular
CVB194408201,CIA,CVB,1944-08-20,4500,regular
CVB194408202,CIA,CVB,1944-08-20,4500,regular
KCM194408210,BIR,KCM,1944-08-21,2070,regular
CIA194408220,CVB,CIA,1944-08-22,800,regular
KCM194408220,MEM,KCM,1944-08-22,1415,regular
NW2194408220,BLG,NW2,1944-08-22,1000,regular
CAG194408230,KCM,CAG,1944-08-23,12000,regular
CAG194408250,CVB,CAG,1944-08-25,1500,regular
BLG194408271,PH5,BLG,1944-08-27,0,regular
BLG194408272,PH5,BLG,1944-08-27,0,regular
NY6194408271,BIR,NY6,1944-08-27,32000,exhibition
NY6194408272,KCM,NY6,1944-08-27,32000,exhibition
BIR194408282,KCM,BIR,1944-08-28,13136,regular
MEM194408280,CIA,MEM,1944-08-28,3000,regular
PH5194408281,BIR,PH5,1944-08-28,13136,exhibition
BLG194408290,KCM,BLG,1944-08-29,0,exhibition
MEM194408290,CIA,MEM,1944-08-29,4200,regular
NY6194408290,BIR,NY6,1944-08-29,1400,exhibition
HOM194408300,NW2,HOM,1944-08-30,2000,regular
CAG194408310,CVB,CAG,1944-08-31,1400,regular
HOM194408310,KCM,HOM,1944-08-31,13000,exhibition
BIR194409032,CIA,BIR,1944-09-03,7000,exhibition
CVB194409031,CAG,CVB,1944-09-03,4500,regular
HOM194409030,PH5,HOM,1944-09-03,4500,regular
KCM194409031,MEM,KCM,1944-09-03,5033,regular
KCM194409032,MEM,KCM,1944-09-03,5033,regular
NY6194409031,NW2,NY6,1944-09-03,9000,regular
NY6194409032,NW2,NY6,1944-09-03,9000,regular
CIA194409041,BIR,CIA,1944-09-04,9000,regular
CIA194409042,BIR,CIA,1944-09-04,9000,regular
HOM194409041,NY6,HOM,1944-09-04,13963,regular
HOM194409042,NY6,HOM,1944-09-04,13963,regular
KCM194409040,MEM,KCM,1944-09-04,2330,regular
KCM194409070,MEM,KCM,1944-09-07,2000,exhibition
CVB194409101,HOM,CVB,1944-09-10,10000,exhibition
CVB194409102,HOM,CVB,1944-09-10,10000,exhibition
KCM194409110,CIA,KCM,1944-09-11,2500,exhibition
BIR194409120,NY6,BIR,1944-09-12,4000,exhibition
KCM194409120,CIA,KCM,1944-09-12,2800,exhibition
MEM194409120,CAG,MEM,1944-09-12,2000,exhibition
HOM194409130,CVB,HOM,1944-09-13,1000,exhibition
KCM194409130,CIA,KCM,1944-09-13,4000,exhibition
CAG194409150,MEM,CAG,1944-09-15,500,exhibition
KCM194409150,CIA,KCM,1944-09-15,5500,exhibition
BLG194409160,CVB,BLG,1944-09-16,1000,exhibition
CAG194409161,MEM,CAG,1944-09-16,4000,exhibition
CAG194409162,MEM,CAG,1944-09-16,4000,exhibition
BIR194409170,HOM,BIR,1944-09-17,12449,championship
KCM194409171,CIA,KCM,1944-09-17,5000,exhibition
KCM194409172,CIA,KCM,1944-09-17,5000,exhibition
NY6194409170,NW2,NY6,1944-09-17,9000,exhibition
KCM194409180,CIA,KCM,1944-09-18,6063,exhibition
BIR194409190,HOM,BIR,1944-09-19,8000,championship
KCM194409190,CIA,KCM,1944-09-19,2266,exhibition
CAG194409200,MEM,CAG,1944-09-20,1000,exhibition
KCM194409200,CIA,KCM,1944-09-20,350,exhibition
BIR194409210,HOM,BIR,1944-09-21,6300,championship
HOM194409230,BIR,HOM,1944-09-23,5000,championship
HOM194409240,BIR,HOM,1944-09-24,10000,championship
KCM194409241,CIA,KCM,1944-09-24,6000,exhibition
KCM194409242,CIA,KCM,1944-09-24,6000,exhibition
HOM194409290,BIR,HOM,1944-09-29,5063,regular
HOM194409291,BIR,HOM,1944-09-29,5063,exhibition
PH5194409292,HOM,PH5,1944-09-29,5063,exhibition
HOM194410011,BIR,HOM,1944-10-01,12000,regular
HOM194410012,BIR,HOM,1944-10-01,12000,regular
SAS194410010,NAS,SAS,1944-10-01,12165,allstar
BIR194410040,NY6,BIR,1944-10-04,4000,exhibition
MEM194410060,BLG,MEM,1944-10-06,3000,exhibition
AGS194410150,BIR,AGS,1944-10-15,7500,exhibition
KCR194410180,BIR,KCR,1944-10-18,4000,exhibition
KCR194410221,MLS,KCR,1944-10-22,1500,exhibition
MLS194410222,KCR,MLS,1944-10-22,1500,exhibition
KCR194410250,BIR,KCR,1944-10-25,4500,exhibition
KCR194411010,BIR,KCR,1944-11-01,4000,exhibition
NY6194504010,BIR,NY6,1945-04-01,3500,exhibition
KCM194504040,CAG,KCM,1945-04-04,1000,exhibition
BIR194504081,KCM,BIR,1945-04-08,0,exhibition
MEM194504080,CAG,MEM,1945-04-08,4672,exhibition
BIR194504090,KCM,BIR,1945-04-09,2500,exhibition
CVB194504130,NY6,CVB,1945-04-13,3000,exhibition
MEM194504130,KCM,MEM,1945-04-13,1500,exhibition
CVB194504170,CAG,CVB,1945-04-17,1160,exhibition
BIR194504180,CIA,BIR,1945-04-18,2000,exhibition
CIA194504270,KCM,CIA,1945-04-27,1232,exhibition
KCM194504280,CIA,KCM,1945-04-28,993,exhibition
CAG194504291,CVB,CAG,1945-04-29,0,exhibition
MEM194504290,BIR,MEM,1945-04-29,2700,exhibition
NY6194504291,BLG,NY6,1945-04-29,8000,exhibition
NY6194504292,BLG,NY6,1945-04-29,8000,exhibition
CVB194505010,CAG,CVB,1945-05-01,2000,exhibition
CIA194505020,KCM,CIA,1945-05-02,4000,exhibition
KCM194505040,CIA,KCM,1945-05-04,2500,exhibition
BLG194505061,PH5,BLG,1945-05-06,6000,regular
BLG194505062,PH5,BLG,1945-05-06,6000,regular
KCM194505060,CAG,KCM,1945-05-06,13314,regular
NW2194505060,NY6,NW2,1945-05-06,8500,regular
NY5194505060,HOM,NY5,1945-05-06,5000,regular
KCM194505090,CAG,KCM,1945-05-09,1000,regular
CAG194505132,CVB,CAG,1945-05-13,4500,regular
CIA194505131,MEM,CIA,1945-05-13,7500,regular
CIA194505132,MEM,CIA,1945-05-13,7500,regular
HOM194505131,NY5,HOM,1945-05-13,13000,regular
HOM194505132,NY5,HOM,1945-05-13,13000,regular
KCM194505131,BIR,KCM,1945-05-13,7623,regular
NW2194505130,BLG,NW2,1945-05-13,5000,regular
NY6194505130,PH5,NY6,1945-05-13,8000,regular
KCM194505180,BIR,KCM,1945-05-18,300,regular
HOM194505201,NY6,HOM,1945-05-20,7000,regular
HOM194505202,NY6,HOM,1945-05-20,7000,regular
MEM194505201,BIR,MEM,1945-05-20,3000,regular
MEM194505202,BIR,MEM,1945-05-20,3000,regular
NW2194505201,PH5,NW2,1945-05-20,3834,regular
NW2194505202,PH5,NW2,1945-05-20,3834,regular
NY5194505201,BLG,NY5,1945-05-20,8700,regular
NY5194505202,BLG,NY5,1945-05-20,8700,regular
PH5194505210,HOM,PH5,1945-05-21,10021,regular
CIA194505220,CVB,CIA,1945-05-22,1100,regular
CIA194505230,KCM,CIA,1945-05-23,2000,regular
NY6194505230,HOM,NY6,1945-05-23,12000,regular
CAG194505240,KCM,CAG,1945-05-24,1000,regular
BLG194505250,HOM,BLG,1945-05-25,3000,regular
CVB194505260,MEM,CVB,1945-05-26,1500,regular
BIR194505271,CIA,BIR,1945-05-27,0,regular
CAG194505270,KCM,CAG,1945-05-27,18500,regular
CVB194505271,MEM,CVB,1945-05-27,12000,regular
CVB194505272,MEM,CVB,1945-05-27,12000,regular
CAG194505280,KCM,CAG,1945-05-28,2000,regular
CAG194505290,KCM,CAG,1945-05-29,1119,regular
NY6194505301,HOM,NY6,1945-05-30,8000,regular
NY6194505302,HOM,NY6,1945-05-30,8000,regular
PH5194505303,NW2,PH5,1945-05-30,2666,regular
CAG194506031,MEM,CAG,1945-06-03,992,regular
CAG194506032,MEM,CAG,1945-06-03,992,regular
HOM194506031,BLG,HOM,1945-06-03,7000,regular
HOM194506032,BLG,HOM,1945-06-03,7000,regular
CAG194506050,MEM,CAG,1945-06-05,1500,regular
CVB194506050,CIA,CVB,1945-06-05,604,regular
NY6194506060,NW2,NY6,1945-06-06,5000,regular
KCM194506080,CVB,KCM,1945-06-08,1000,regular
BLG194506101,NY5,BLG,1945-06-10,2500,regular
BLG194506102,NY5,BLG,1945-06-10,2500,regular
CAG194506102,BIR,CAG,1945-06-10,6000,regular
HOM194506101,NW2,HOM,1945-06-10,8326,regular
HOM194506102,NW2,HOM,1945-06-10,8326,regular
KCM194506101,CIA,KCM,1945-06-10,8168,regular
KCM194506102,CIA,KCM,1945-06-10,8168,regular
KCM194506110,CIA,KCM,1945-06-11,2721,regular
PH5194506120,BLG,PH5,1945-06-12,2658,regular
CIA194506130,KCM,CIA,1945-06-13,5000,regular
BLG194506140,NW2,BLG,1945-06-14,1400,regular
HOM194506140,PH5,HOM,1945-06-14,5000,regular
BLG194506150,HOM,BLG,1945-06-15,5000,regular
MEM194506171,CIA,MEM,1945-06-17,7000,regular
MEM194506172,CIA,MEM,1945-06-17,7000,regular
NW2194506171,HOM,NW2,1945-06-17,6000,regular
NW2194506172,HOM,NW2,1945-06-17,6000,regular
NY5194506171,PH5,NY5,1945-06-17,22000,regular
NY6194506171,BIR,NY6,1945-06-17,14275,exhibition
NY6194506172,BIR,NY6,1945-06-17,14275,exhibition
PH5194506172,KCM,PH5,1945-06-17,22000,exhibition
NY6194506180,BIR,NY6,1945-06-18,2900,exhibition
PH5194506180,KCM,PH5,1945-06-18,10412,exhibition
BIR194506190,NY6,BIR,1945-06-19,3000,exhibition
CIA194506210,CVB,CIA,1945-06-21,2500,regular
HOM194506210,BLG,HOM,1945-06-21,1500,exhibition
CIA194506230,MEM,CIA,1945-06-23,3150,regular
HOM194506230,KCM,HOM,1945-06-23,4358,exhibition
BLG194506241,PH5,BLG,1945-06-24,4000,regular
BLG194506242,PH5,BLG,1945-06-24,4000,regular
CAG194506241,CVB,CAG,1945-06-24,0,regular
CAG194506242,CVB,CAG,1945-06-24,10,regular
CIA194506241,MEM,CIA,1945-06-24,6000,regular
CIA194506242,MEM,CIA,1945-06-24,6000,regular
HOM194506241,KCM,HOM,1945-06-24,20000,exhibition
HOM194506242,KCM,HOM,1945-06-24,18000,exhibition
NY6194506241,BIR,NY6,1945-06-24,14000,exhibition
NY6194506242,BIR,NY6,1945-06-24,14000,exhibition
PH5194506252,BIR,PH5,1945-06-25,12929,exhibition
PHB194506251,KCM,PHB,1945-06-25,12929,exhibition
CVB194506260,BIR,CVB,1945-06-26,2900,regular
HOM194506260,KCM,HOM,1945-06-26,6000,exhibition
CIA194507011,CAG,CIA,1945-07-01,3500,regular
CIA194507012,CAG,CIA,1945-07-01,3500,regular
HOM194507011,BLG,HOM,1945-07-01,5000,regular
